"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ELECTION_YR","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","CAND_PCC"
"3325","H6FL08213","GRAYSON, ALAN MARK","DEM",2022,"H","FL",10,"C00424713"
"3326","H6FL09070","BILIRAKIS, GUS M","REP",2022,"H","FL",12,"C00408534"
"3327","H6FL09179","SOTO, DARREN","DEM",2022,"H","FL",9,"C00581074"
"3328","H6FL09187","GRAYSON, DENA MD, PHD MD, PHD","DEM",2022,"H","FL",8,"C00581926"
"3329","H6FL11126","CASTOR, KATHY","DEM",2022,"H","FL",14,"C00410761"
"3330","H6FL11217","MARTIN, JACK","REP",2022,"H","FL",12,"C00802645"
"3331","H6FL12173","STONE, DAMIAN DR","DEM",2022,"H","FL",12,"C00581470"
"3332","H6FL13148","BUCHANAN, VERNON","REP",2022,"H","FL",16,"C00412759"
"3333","H6FL13189","LYNN, ERIC","DEM",2022,"H","FL",13,"C00575233"
"3334","H6FL13197","WALKER, KIMBERLY H MS","DEM",2022,"H","FL",12,"C00591388"
"3335","H6FL13205","CRIST, CHARLIE JOSEPH","DEM",2022,"H","FL",13,"C00590067"
"3336","H6FL14112","QUINN, CHRISTINE YVONNE","REP",2022,"H","FL",13,"C00744698"
"3337","H6FL18097","MAST, BRIAN","REP",2022,"H","FL",21,"C00632257"
"3338","H6GA03113","FERGUSON, ANDERSON DREW IV","REP",2022,"H","GA",3,"C00607838"
"3339","H6GA04129","JOHNSON, HENRY C. 'HANK'","DEM",2022,"H","GA",4,"C00418293"
"3340","H6GA09243","BROUN, PAUL","REP",2022,"H","GA",10,"C00774778"
"3341","H6IL08147","KRISHNAMOORTHI, S. RAJA","DEM",2022,"H","IL",8,"C00575092"
"3342","H6IL18088","LAHOOD, DARIN MCKAY","REP",2022,"H","IL",16,"C00575050"
"3343","H6IN03229","BANKS, JAMES E HON.","REP",2022,"H","IN",3,"C00577999"
"3344","H6IN06024","HOLLAND, GEORGE THOMAS","DEM",2022,"H","IN",6,"C00233916"
"3345","H6IN07337","PULLINS, PIERRE QUINCY","DEM",2022,"H","IN",7,""
"3346","H6IN09119","SCHANSBERG, ERIC","REP",2022,"H","IN",9,"C00803866"
"3347","H6IN09143","HOUCHIN, ERIN","REP",2022,"H","IN",9,"C00800649"
"3348","H6IN09176","HOLLINGSWORTH, TREY","REP",2022,"H","IN",9,"C00590463"
"3349","H6KY01110","COMER, JAMES","REP",2022,"H","KY",1,"C00588764"
"3350","H6KY03124","YARMUTH, JOHN","DEM",2022,"H","KY",3,"C00419630"
"3351","H6LA01225","KEARNEY, HOWARD","LIB",2022,"H","LA",1,"C00675835"
"3352","H6LA03148","HIGGINS, CLAY CAPTAIN","REP",2022,"H","LA",3,"C00617662"
"3353","H6LA03189","MCLENDON, GUY","LIB",2022,"H","LA",3,""
"3354","H6LA04138","JOHNSON, JAMES MICHAEL","REP",2022,"H","LA",4,"C00608695"
"3355","H6MD03292","SARBANES, JOHN P. MR.","DEM",2022,"H","MD",3,"C00415182"
"3356","H6MD04142","STEVENS, PATRICK LUCKY","REP",2022,"H","MD",5,""
"3357","H6MD04209","BROWN, ANTHONY","DEM",2022,"H","MD",4,"C00574640"
"3358","H6MD05222","FOGG, MATTHEW","DEM",2022,"H","MD",4,"C00816793"
"3359","H6MD07020","MFUME, KWEISI","DEM",2022,"H","MD",7,"C00726372"
"3360","H6MD08457","RASKIN, JAMIE","DEM",2022,"H","MD",8,"C00575126"
"3361","H6MD08549","TRONE, DAVID","DEM",2022,"H","MD",6,"C00653196"
"3362","H6MI01226","BERGMAN, JOHN","REP",2022,"H","MI",1,"C00614214"
"3363","H6MI04113","UPTON, FREDERICK STEPHEN","REP",2022,"H","MI",6,"C00200584"
"3364","H6MN02131","CRAIG, ANGELA DAWN","DEM",2022,"H","MN",2,"C00575209"
"3365","H6MN02206","RECHTZIGEL, GENE","REP",2022,"H","MN",4,""
"3366","H6MN06165","KERN, ALIENA JEANENE","DEM",2022,"H","MN",5,"C00608422"
"3367","H6MO05189","TURK, JACOB","REP",2022,"H","MO",5,"C00821033"
"3368","H6MO05197","LANGKRAEHR, RANDALL DAVID (RANDY)","LIB",2022,"H","MO",4,""
"3369","H6MO07169","TRUMAN, JACK","DEM",2022,"H","MO",4,""
"3370","H6MO07235","LOMBARDI-OLIVE, CAMILLE","REP",2022,"H","MO",7,"C00674820"
"3371","H6MS01131","KELLY, JOHN TRENT","REP",2022,"H","MS",1,"C00573980"
"3372","H6NC03161","REEVES, ERNEST T","REP",2022,"H","NC",1,"C00809137"
"3373","H6NC04037","PRICE, DAVID","DEM",2022,"H","NC",4,"C00195628"
"3374","H6NC09184","CANO, FERNANDO CHRISTIAN MR. JR","DEM",2022,"H","NC",9,"C00590307"
"3375","H6NC13129","BUDD, THEODORE P.","REP",2022,"H","NC",13,"C00614776"
"3376","H6NE02125","BACON, DONALD J","REP",2022,"H","NE",2,"C00575167"
"3377","H6NE03115","SMITH, ADRIAN","REP",2022,"H","NE",3,"C00412890"
"3378","H6NH01263","CALLIS, MICHAEL","REP",2022,"H","NH",2,""
"3379","H6NH02089","ALCIERE, TOM","REP",2022,"H","NH",1,""
"3380","H6NH02154","MAXWELL, MARY","REP",2022,"H","NH",1,""
"3381","H6NH02220","MERCER, JAY","REP",2022,"H","NH",2,"C00659995"
"3382","H6NJ04174","MARCUS, JEREMY","LIB",2022,"H","NJ",5,""
"3383","H6NJ04182","SCHROEDER, HANK","OTH",2022,"H","NJ",4,""
"3384","H6NJ05171","GOTTHEIMER, JOSH","DEM",2022,"H","NJ",5,"C00573949"
"3385","H6NJ08118","PASCRELL, WILLIAM J. HON. JR.","DEM",2022,"H","NJ",9,"C00313510"
"3386","H6NJ13191","SIRES, ALBIO","DEM",2022,"H","NJ",8,"C00410753"
"3387","H6NV04020","LEE, SUSIE","DEM",2022,"H","NV",3,"C00655613"
"3388","H6NY03247","SUOZZI, THOMAS","DEM",2022,"H","NY",3,"C00607200"
"3389","H6NY16140","SAPASKIS, STYLO ADONIS","REP",2022,"H","NY",15,""
"3390","H6NY18161","MCCLINTON, SAKIMA","DEM",2022,"H","NY",18,"C00587782"
"3391","H6NY22098","PHILLIPS, GEORGE","REP",2022,"H","NY",24,"C00697920"
"3392","H6OH04082","JORDAN, JAMES D.","REP",2022,"H","OH",4,"C00416594"
"3393","H6OH08315","DAVIDSON, WARREN","REP",2022,"H","OH",8,"C00600718"
"3394","H6OK03165","ROGERS, EVELYN L (LOUISE)","IND",2022,"H","OK",1,"C00813014"
"3395","H6OK04114","TAYLOR, JAMES","REP",2022,"H","OK",4,"C00606764"
"3396","H6OR03064","BLUMENAUER, EARL","DEM",2022,"H","OR",3,"C00307314"
"3397","H6OR03163","DELK, DAVID","PG",2022,"H","OR",3,""
"3398","H6OR04047","DEFAZIO, PETER A","DEM",2022,"H","OR",4,"C00215905"
"3399","H6PA02171","EVANS, DWIGHT","DEM",2022,"H","PA",3,"C00591065"
"3400","H6PA08277","FITZPATRICK, BRIAN","REP",2022,"H","PA",1,"C00607416"
"3401","H6PA11073","MARSICANO, MICHAEL","REP",2022,"H","PA",8,"C00807750"
"3402","H6PA16320","SMUCKER, LLOYD K.","REP",2022,"H","PA",11,"C00599464"
"3403","H6SC05145","GAITHER, LARRY","GRE",2022,"H","SC",5,""
"3404","H6TN04218","TYLER, RICK","IND",2022,"H","TN",3,""
"3405","H6TN07146","CHANDLER, THARON","IND",2022,"H","TN",4,""
"3406","H6TN09068","COHEN, STEVE I MR.","DEM",2022,"H","TN",9,"C00422980"
"3407","H6TN09415","WILLIAMS, M LATROY","DEM",2022,"H","TN",9,"C00613042"
"3408","H6TX01261","GRAY, PHIL","LIB",2022,"H","TX",30,"C00691733"
"3409","H6TX02079","BABIN, BRIAN","REP",2022,"H","TX",36,"C00553859"
"3410","H6TX08100","BRADY, KEVIN","REP",2022,"H","TX",8,"C00311043"
"3411","H6TX12060","GRANGER, KAY","REP",2022,"H","TX",12,"C00310532"
"3412","H6TX14132","CASEY, KEITH","REP",2022,"H","TX",14,""
"3413","H6TX15162","GONZALEZ, VICENTE","DEM",2022,"H","TX",34,"C00592659"
"3414","H6TX15220","TIJERINA, VANESSA S","DEM",2022,"H","TX",15,"C00596882"
"3415","H6TX19099","ARRINGTON, JODEY COOK","REP",2022,"H","TX",19,"C00588657"
"3416","H6TX24149","MCDOWELL, JAN","DEM",2022,"H","TX",24,"C00787390"
"3417","H6TX29072","GARZA, JULIO","REP",2022,"H","TX",29,"C00798249"
"3418","H6TX29080","SCHAFRANEK, ROBERT ALLAN","REP",2022,"H","TX",29,"C00660100"
"3419","H6TX29114","PEREZ, N RUBEN","LIB",2022,"H","TX",37,""
"3420","H6VA01117","SCOTT, ROBERT C","DEM",2022,"H","VA",3,"C00256925"
"3421","H6VA04061","MCEACHIN, ASTON DONALD","DEM",2022,"H","VA",4,"C00610964"
"3422","H6VT00160","WELCH, PETER","DEM",2022,"H","VT",0,"C00413179"
"3423","H6WA07458","JAYAPAL, PRAMILA","DEM",2022,"H","WA",7,"C00605592"
"3424","H6WA09025","SMITH, D. ADAM","DEM",2022,"H","WA",9,"C00304709"
"3425","H6WA10015","BOYCE, RICHARD","OTH",2022,"H","WA",10,""
"3426","H6WI03099","KIND, RONALD JAMES","DEM",2022,"H","WI",3,"C00312017"
"3427","H6WI08155","GALLAGHER, MICHAEL JOHN","REP",2022,"H","WI",8,"C00610212"
"3428","H6WI08171","HOFFMAN, RALPH","W",2022,"H","WI",8,"C00823633"
"3429","H6WV03117","LAWHORN, ZANE RENE","REP",2022,"H","WV",1,"C00803296"
"3430","H6WY00159","CHENEY, ELIZABETH MRS.","REP",2022,"H","WY",0,"C00607556"
"3431","H6WY01082","SMITH, DARIN DALE","REP",2022,"H","WY",0,"C00610360"
"3432","H8AL02171","MOORE, FELIX BARRY","REP",2022,"H","AL",2,"C00720375"
"3433","H8AL04086","NEIGHBORS, RICKY","DEM",2022,"H","AL",4,"C00802025"
"3434","H8AR03090","KALAGIAS, MICHAEL J","LIB",2022,"H","AR",3,"C00808907"
"3435","H8AZ01104","KIRKPATRICK, ANN","DEM",2022,"H","AZ",2,"C00651042"
"3436","H8AZ02201","MARTIN, BRANDON RAY","REP",2022,"H","AZ",2,"C00698373"
"3437","H8AZ04165","DISANTO, DELINA","DEM",2022,"H","AZ",6,"C00672154"
"3438","H8AZ05154","GREENE, JOAN","DEM",2022,"H","AZ",5,"C00640938"
"3439","H8AZ08083","TIPIRNENI, HIRAL VYAS","DEM",2022,"H","AZ",6,"C00649897"
"3440","H8AZ08158","LESKO, DEBBIE","REP",2022,"H","AZ",8,"C00663914"
"3441","H8AZ09040","STANTON, GREG","DEM",2022,"H","AZ",4,"C00657304"
"3442","H8CA01109","THOMPSON, MIKE MR.","DEM",2022,"H","CA",4,"C00326363"
"3443","H8CA04152","MCCLINTOCK, THOMAS","REP",2022,"H","CA",5,"C00446815"
"3444","H8CA05035","PELOSI, NANCY","DEM",2022,"H","CA",11,"C00213512"
"3445","H8CA05183","KISHINEFF, JASON","NNE",2022,"H","CA",4,"C00662486"
"3446","H8CA09060","LEE, BARBARA","DEM",2022,"H","CA",12,"C00331769"
"3447","H8CA10126","HARDER, JOSH","DEM",2022,"H","CA",9,"C00639146"
"3448","H8CA10167","COX, TERRENCE JOHN (TJ)","DEM",2022,"H","CA",21,"C00648956"
"3449","H8CA12098","ESHOO, ANNA G.","DEM",2022,"H","CA",16,"C00258475"
"3450","H8CA12171","SPEIER, JACKIE","DEM",2022,"H","CA",14,"C00443705"
"3451","H8CA12262","BUTTAR, SHAHID","DEM",2022,"H","CA",11,"C00670463"
"3452","H8CA17105","FORBES, STEPHEN","DEM",2022,"H","CA",17,"C00737163"
"3453","H8CA18095","FREDRICH, JOHN KARL","NNE",2022,"H","CA",16,""
"3454","H8CA20059","NUNES, DEVIN G.","REP",2022,"H","CA",22,"C00370056"
"3455","H8CA20091","DEITCH, DOUGLAS","DEM",2022,"H","CA",19,""
"3456","H8CA23137","DAVIS, JAMES","REP",2022,"H","CA",20,"C00671438"
"3457","H8CA29100","DUENAS, ANGELICA MARIA","DEM",2022,"H","CA",29,"C00697391"
"3458","H8CA31122","OBRIEN, COLIN KILPATRICK","DEM",2022,"H","CA",36,"C00224923"
"3459","H8CA32062","LUTZ, MARY ANN","DEM",2022,"H","CA",32,"C00624346"
"3460","H8CA34068","NAPOLITANO, GRACE","DEM",2022,"H","CA",31,"C00334706"
"3461","H8CA34266","GOMEZ, JIMMY","DEM",2022,"H","CA",34,"C00629659"
"3462","H8CA39190","COX, STEVE","IND",2022,"H","CA",39,"C00698357"
"3463","H8CA39240","KIM, YOUNG","REP",2022,"H","CA",40,"C00665638"
"3464","H8CA41170","SMITH, AJA","REP",2022,"H","CA",39,"C00719070"
"3465","H8CA45130","PORTER, KATHERINE","DEM",2022,"H","CA",47,"C00636571"
"3466","H8CA45189","FORDE, BRIAN","DEM",2022,"H","CA",45,"C00650911"
"3467","H8CA46146","RUSHMAN, ED","NNE",2022,"H","CA",46,""
"3468","H8CA47078","BRISCOE, JOHN","REP",2022,"H","CA",42,"C00734871"
"3469","H8CA48035","ROUDA, HARLEY E JR","DEM",2022,"H","CA",48,"C00633982"
"3470","H8CA49058","LEVIN, MIKE","DEM",2022,"H","CA",49,"C00634253"
"3471","H8CA49074","JACOBS, SARA","DEM",2022,"H","CA",51,"C00719559"
"3472","H8CA49108","MARYOTT, BRIAN L MR","REP",2022,"H","CA",49,"C00666859"
"3473","H8CO02160","NEGUSE, JOSEPH","DEM",2022,"H","CO",2,"C00648253"
"3474","H8CO03234","ROUTLEDGE, ROOT","DEM",2022,"H","CO",3,"C00670943"
"3475","H8CO03259","TETU, RICHARD","W",2022,"H","CO",3,""
"3476","H8CO05171","MURPHY, MARCUS","UN",2022,"H","CO",5,"C00743260"
"3477","H8CO06229","CROW, JASON","DEM",2022,"H","CO",6,"C00637363"
"3478","H8CO07045","PETTERSEN, BRITTANY LOUISE MS.","DEM",2022,"H","CO",7,"C00637215"
"3479","H8CT01046","LARSON, JOHN B","DEM",2022,"H","CT",1,"C00330142"
"3480","H8CT04172","HIMES, JIM","DEM",2022,"H","CT",4,"C00434191"
"3481","H8CT05245","HAYES, JAHANA","DEM",2022,"H","CT",5,"C00677898"
"3482","H8DC00143","STRACUZZI, NATALE N.","DCG",2022,"H","DC",0,""
"3483","H8DE01044","MURPHY, LEE","REP",2022,"H","DE",0,"C00782755"
"3484","H8FL00034","TADDEO, ANNETTE","DEM",2022,"H","FL",27,"C00445163"
"3485","H8FL01107","EHR, PHILLIP CHARLES","DEM",2022,"H","FL",1,"C00698993"
"3486","H8FL03020","WELLS, TOM BECKWITH DR.","DEM",2022,"H","FL",3,"C00647214"
"3487","H8FL06148","WALTZ, MICHAEL","REP",2022,"H","FL",6,"C00666396"
"3488","H8FL15107","POSEY, BILL","REP",2022,"H","FL",8,"C00444968"
"3489","H8FL17053","STEUBE, GREG","REP",2022,"H","FL",17,"C00671891"
"3490","H8FL20032","CHERFILUS-MCCORMICK, SHEILA","DEM",2022,"H","FL",20,"C00677492"
"3491","H8FL26054","GRIMES, DEMETRIES ANDREW CDR USN RET","REP",2022,"H","FL",15,"C00799205"
"3492","H8FL26062","FAAS, SOURAYA","LIB",2022,"H","FL",28,"C00681932"
"3493","H8FL27185","SALAZAR, MARIA ELVIRA","REP",2022,"H","FL",27,"C00714261"
"3494","H8GA06393","MCBATH, LUCIA KAY MS.","DEM",2022,"H","GA",7,"C00672295"
"3495","H8GA07201","BOURDEAUX, CAROLYN","DEM",2022,"H","GA",7,"C00649376"
"3496","H8GA08118","COOPER, JAMES L III","GRE",2022,"H","GA",8,"C00663294"
"3497","H8GA10197","JOHNSON-GREEN, TABITHA","DEM",2022,"H","GA",10,"C00731166"
"3498","H8GA13027","COWEN, MARTIN LINDSEY MR. III","LIB",2022,"H","GA",13,"C00672352"
"3499","H8GU01020","SAN NICOLAS, MICHAEL F.Q. MR.","DEM",2022,"H","GU",0,"C00668335"
"3500","H8HI01283","TIPPENS, MICHELLE ROSE","LIB",2022,"H","HI",2,""
"3501","H8IA02043","MILLER-MEEKS, MARIANNETTE JANE","REP",2022,"H","IA",1,"C00558825"
"3502","H8IA03124","AXNE, CINDY","DEM",2022,"H","IA",3,"C00646844"
"3503","H8ID01124","FULCHER, RUSSELL","REP",2022,"H","ID",1,"C00648295"
"3504","H8ID02064","SIMPSON, MICHAEL","REP",2022,"H","ID",2,"C00331397"
"3505","H8IL03102","NEWMAN, MARIE","DEM",2022,"H","IL",6,"C00636670"
"3506","H8IL04134","GARCIA, JESUS","DEM",2022,"H","IL",4,"C00661777"
"3507","H8IL05073","HANSON, TOM","REP",2022,"H","IL",5,"C00451252"
"3508","H8IL06139","CASTEN, SEAN","DEM",2022,"H","IL",6,"C00648493"
"3509","H8IL09067","SCHAKOWSKY, JANICE D","DEM",2022,"H","IL",9,"C00327023"
"3510","H8IL09174","RICE, MAXWELL","REP",2022,"H","IL",9,"C00810069"
"3511","H8IL14067","FOSTER, G. WILLIAM (BILL)","DEM",2022,"H","IL",11,"C00435099"
"3512","H8IL14174","UNDERWOOD, LAUREN","DEM",2022,"H","IL",14,"C00652719"
"3513","H8IL16153","MARTER, JAMES THOMAS","REP",2022,"H","IL",14,"C00657361"
"3514","H8IN01096","LEYVA, MARK J","REP",2022,"H","IN",1,"C00357434"
"3515","H8IN01187","PAPPAS, NICHOLAS","REP",2022,"H","IN",1,""
"3516","H8IN03068","WISE, SCOTT","REP",2022,"H","IN",2,""
"3517","H8IN04199","BAIRD, JAMES R DR.","REP",2022,"H","IN",4,"C00662940"
"3518","H8IN04231","DAY, ROGER","DEM",2022,"H","IN",4,"C00667048"
"3519","H8IN06129","PENCE, GREGORY J.","REP",2022,"H","IN",6,"C00658401"
"3520","H8IN06202","LEE LAKE, JEANNINE","DEM",2022,"H","IN",5,"C00808550"
"3521","H8IN07184","CARSON, ANDRE","DEM",2022,"H","IN",7,"C00442921"
"3522","H8IN09131","ALSPACH, JAMES DEAN","REP",2022,"H","IN",6,"C00674101"
"3523","H8KS03155","DAVIDS, SHARICE","DEM",2022,"H","KS",3,"C00670034"
"3524","H8KS04112","ESTES, RON","REP",2022,"H","KS",4,"C00632067"
"3525","H8KY02031","GUTHRIE, S. BRETT HON.","REP",2022,"H","KY",2,"C00445023"
"3526","H8KY02080","LINDERMAN, HANK","DEM",2022,"H","KY",2,"C00668194"
"3527","H8KY03187","CRAVEN , MIKE","REP",2022,"H","KY",3,"C00793802"
"3528","H8LA02054","RICHMOND, CEDRIC L","DEM",2022,"H","LA",2,"C00451336"
"3529","H8LA03037","GUILLORY, JOSHUA S","REP",2022,"H","LA",5,"C00632448"
"3530","H8MA02041","NEAL, RICHARD E MR.","DEM",2022,"H","MA",1,"C00226522"
"3531","H8MA03106","TRAHAN, LORI","DEM",2022,"H","MA",3,"C00655647"
"3532","H8MA07032","PRESSLEY, AYANNA","DEM",2022,"H","MA",7,"C00667741"
"3533","H8MD01094","HARRIS, ANDREW P","REP",2022,"H","MD",1,"C00435974"
"3534","H8MD02100","PRETOT, JAKE","DEM",2022,"H","MD",3,"C00661785"
"3535","H8MD05046","WASHINGTON, GREGORY KEITH","DEM",2022,"H","MD",5,""
"3536","H8MD06143","MILLER, ARUNA","DEM",2022,"H","MD",6,"C00765560"
"3537","H8MD07042","BLY, RAY","REP",2022,"H","MD",7,""
"3538","H8MD07091","HARRIS, THOMAS E. ""PINKSTON""","REP",2022,"H","MD",3,""
"3539","H8ME01120","PINGREE, CHELLIE M","DEM",2022,"H","ME",1,"C00433391"
"3540","H8ME02185","GOLDEN, JARED","DEM",2022,"H","ME",2,"C00653816"
"3541","H8ME02219","BOND, TIFFANY","IND",2022,"H","ME",2,""
"3542","H8MI04101","HILLIARD, JEROME C","DEM",2022,"H","MI",2,"C00815217"
"3543","H8MI05124","GOODWIN, KATHY","OTH",2022,"H","MI",8,""
"3544","H8MI07039","WALKOWICZ, GARY","OTH",2022,"H","MI",12,""
"3545","H8MI08102","SLOTKIN, ELISSA","DEM",2022,"H","MI",7,"C00650150"
"3546","H8MI09118","LEVIN, ANDY","DEM",2022,"H","MI",11,"C00662619"
"3547","H8MI09142","KIRBY, ANDREA","OTH",2022,"H","MI",10,""
"3548","H8MI11254","STEVENS, HALEY","DEM",2022,"H","MI",11,"C00638650"
"3549","H8MI13250","TLAIB, RASHIDA","DEM",2022,"H","MI",12,"C00668608"
"3550","H8MN03143","PHILLIPS, DEAN","DEM",2022,"H","MN",3,"C00640714"
"3551","H8MN04083","MOGHUL, FASIL","DEM",2022,"H","MN",4,"C00793497"
"3552","H8MN05239","OMAR, ILHAN","DEM",2022,"H","MN",5,"C00680934"
"3553","H8MN05270","CARNEY, BOB ""AGAIN"" JR.","REP",2022,"H","MN",1,""
"3554","H8MN08043","STAUBER, PETER ALLEN","REP",2022,"H","MN",8,"C00650697"
"3555","H8MO01143","BUSH, CORI","DEM",2022,"H","MO",1,"C00638767"
"3556","H8MO06092","MARTIN, HENRY ROBERT","DEM",2022,"H","MO",6,"C00659367"
"3557","H8MO09153","LUETKEMEYER, W BLAINE","REP",2022,"H","MO",3,"C00458679"
"3558","H8MP00041","SABLAN, GREGORIO KILILI CAMACHO REP.","IND",2022,"H","MP",0,"C00469882"
"3559","H8MS03125","GUEST, MICHAEL PATRICK","REP",2022,"H","MS",3,"C00665752"
"3560","H8NC02086","SEARCY, SAM","DEM",2022,"H","NC",13,"C00649749"
"3561","H8NC08109","HUFFMAN, SCOTT","DEM",2022,"H","NC",8,"C00696492"
"3562","H8NC13067","MANNING, KATHY","DEM",2022,"H","NC",6,"C00662577"
"3563","H8ND00096","ARMSTRONG, KELLY","REP",2022,"H","ND",0,"C00670547"
"3564","H8NH01210","PAPPAS, CHRIS","DEM",2022,"H","NH",1,"C00660464"
"3565","H8NJ01226","KABIR, MOHAMMAD S","OTH",2022,"H","NJ",1,"C00820944"
"3566","H8NJ02166","VAN DREW, JEFF MR","REP",2022,"H","NJ",2,"C00661868"
"3567","H8NJ02299","SANCHEZ, ANTHONY PARISI","OTH",2022,"H","NJ",2,""
"3568","H8NJ03073","PALLONE, FRANK JR","DEM",2022,"H","NJ",6,"C00226928"
"3569","H8NJ03206","KIM, ANDY","DEM",2022,"H","NJ",3,"C00648220"
"3570","H8NJ04014","SMITH, CHRISTOPHER H","REP",2022,"H","NJ",4,"C00096412"
"3571","H8NJ07223","MALINOWSKI, TOM","DEM",2022,"H","NJ",7,"C00656686"
"3572","H8NJ11142","SHERRILL, MIKIE","DEM",2022,"H","NJ",11,"C00640003"
"3573","H8NM01323","SEDILLO LOPEZ, ANTOINETTE","DEM",2022,"H","NM",1,"C00765107"
"3574","H8NM01331","HAALAND, DEBRA","DEM",2022,"H","NM",1,"C00639054"
"3575","H8NM02156","HERRELL, STELLA YVETTE","REP",2022,"H","NM",2,"C00655571"
"3576","H8NV02129","HURLEY, JESSE DOUGLAS","REP",2022,"H","NV",2,"C00676874"
"3577","H8NV02137","BECK, JOEL","REP",2022,"H","NV",2,"C00813808"
"3578","H8NV03036","TITUS, DINA","DEM",2022,"H","NV",1,"C00499467"
"3579","H8NV04059","HARDY, CRESENT","REP",2022,"H","NV",1,"C00812818"
"3580","H8NY01148","ZELDIN, LEE MICHAEL","REP",2022,"H","NY",1,"C00552547"
"3581","H8NY06048","MEEKS, GREGORY W.","DEM",2022,"H","NY",5,"C00430991"
"3582","H8NY10081","LYNCH, HOLLY","DEM",2022,"H","NY",10,"C00658070"
"3583","H8NY11097","DECILLIS, ALFRED MICHAEL","DEM",2022,"H","NY",11,"C00779363"
"3584","H8NY12129","PATEL, SURAJ","DEM",2022,"H","NY",12,"C00720912"
"3585","H8NY15148","OCASIO-CORTEZ, ALEXANDRIA","DEM",2022,"H","NY",14,"C00639591"
"3586","H8NY19181","DELGADO, ANTONIO","DEM",2022,"H","NY",19,"C00633859"
"3587","H8NY19223","RYAN, PATRICK","DEM",2022,"H","NY",18,"C00815290"
"3588","H8NY21203","TONKO, PAUL DAVID","DEM",2022,"H","NY",20,"C00450049"
"3589","H8NY22151","BRINDISI, ANTHONY","DEM",2022,"H","NY",22,"C00648725"
"3590","H8NY22177","RILEY, JOSH","DEM",2022,"H","NY",19,"C00793760"
"3591","H8NY23175","DELLA PIA, MAX","DEM",2022,"H","NY",23,"C00808949"
"3592","H8NY25105","MORELLE, JOSEPH D","DEM",2022,"H","NY",25,"C00675108"
"3593","H8OH01043","CHABOT, STEVE","REP",2022,"H","OH",1,"C00301838"
"3594","H8OH03098","ESRATI, DAVID","DEM",2022,"H","OH",10,"C00810127"
"3595","H8OH05036","LATTA, ROBERT EDWARD","REP",2022,"H","OH",5,"C00438697"
"3596","H8OH06133","ROBERTS, SHAWNA","DEM",2022,"H","OH",6,"C00670232"
"3597","H8OH08097","ENOCH, VANESSA","DEM",2022,"H","OH",8,"C00667279"
"3598","H8OH11141","FUDGE, MARCIA L.","DEM",2022,"H","OH",11,"C00454694"
"3599","H8OH12180","BALDERSON, WILLIAM TROY","REP",2022,"H","OH",12,"C00662650"
"3600","H8OH12297","O'CONNOR, DANIEL","DEM",2022,"H","OH",15,"C00667964"
"3601","H8OH13154","LYRAS, LOUIS GEORGE","DEM",2022,"H","OH",6,"C00682948"
"3602","H8OH15076","STIVERS, STEVE MR.","REP",2022,"H","OH",15,"C00441352"
"3603","H8OH16090","GODFREY, AARON PAUL","DEM",2022,"H","OH",16,"C00639567"
"3604","H8OH16124","GONZALEZ, ANTHONY E","REP",2022,"H","OH",16,"C00654079"
"3605","H8OK01157","HERN, KEVIN","REP",2022,"H","OK",1,"C00636092"
"3606","H8OK04094","BRANNON, MARY","DEM",2022,"H","OK",4,"C00678060"
"3607","H8OR02161","MCLEOD-SKINNER, JAMIE","DEM",2022,"H","OR",5,"C00792465"
"3608","H8OR04084","HOWARD, JAMES MILO","CON",2022,"H","OR",4,"C00219360"
"3609","H8OR04134","BEILSTEIN, MICHAEL ALLAN","PG",2022,"H","OR",4,"C00450106"
"3610","H8OR05107","SCHRADER, KURT","DEM",2022,"H","OR",5,"C00446906"
"3611","H8PA04116","DEAN, MADELEINE","DEM",2022,"H","PA",4,"C00670844"
"3612","H8PA05071","THOMPSON, GLENN MR.","REP",2022,"H","PA",15,"C00444620"
"3613","H8PA06087","HOULAHAN, CHRISSY","DEM",2022,"H","PA",6,"C00637371"
"3614","H8PA07200","SCANLON, MARY GAY","DEM",2022,"H","PA",5,"C00669358"
"3615","H8PA10147","MEUSER, DANIEL","REP",2022,"H","PA",9,"C00654723"
"3616","H8PA13125","JOYCE, JOHN","REP",2022,"H","PA",13,"C00674259"
"3617","H8PA15195","MACKENZIE, RYAN EDWARD","REP",2022,"H","PA",7,"C00655175"
"3618","H8PA15229","WILD, SUSAN","DEM",2022,"H","PA",7,"C00658567"
"3619","H8PA18181","LAMB, CONOR","DEM",2022,"H","PA",17,"C00657411"
"3620","H8PA18199","RESCHENTHALER, GUY MR.","REP",2022,"H","PA",14,"C00657833"
"3621","H8RI01092","WYSOCKI, FREDERICK","REP",2022,"H","RI",1,"C00683391"
"3622","H8SC04250","TIMMONS, WILLIAM R IV","REP",2022,"H","SC",4,"C00668491"
"3623","H8SC05158","NORMAN, RALPH W. JR.","REP",2022,"H","SC",5,"C00633610"
"3624","H8SC07071","HAMMOND, LARRY GUY","LIB",2022,"H","SC",7,"C00745778"
"3625","H8SD01055","JOHNSON, DUSTY","REP",2022,"H","SD",0,"C00628917"
"3626","H8TN02119","BURCHETT, TIM","REP",2022,"H","TN",2,"C00652149"
