"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","Fundraising_Total","CAND_LAST"
"879","H2MO04215","LABRUE, KYLE STONNER",0,"Representative","MO","4",500,"LABRUE"
"880","H2MO04223","IRWIN, WILLIAM",0,"Representative","MO","4",2964,"IRWIN"
"881","H2MO07127","ALEXANDER, SAM DR",0,"Representative","MO","7",48800,"ALEXANDER"
"882","H2MO07135","MOON, MIKE",0,"Representative","MO","7",139915,"MOON"
"883","H2MO07143","BURLISON, ERIC",0,"Representative","MO","7",465662,"BURLISON"
"884","H2MO07168","WASSON, JAY",0,"Representative","MO","7",204310,"WASSON"
"885","H2MO07184","BRYANT, ALEX L",0,"Representative","MO","7",61870,"BRYANT"
"886","H2MO07200","RADAKER-SHEAFER, KRISTEN",1,"Representative","MO","7",2920,"SHEAFER"
"887","H2MO08083","DENNISON, JEREMY TODD",0,"Representative","MO","8",1640,"DENNISON"
"888","H2MO08091","MCCALLIAN, RANDI MCCALLIAN",1,"Representative","MO","8",13592,"MCCALLIAN"
"889","H2MS01148","BLACK, DIANNE DODSON",1,"Representative","MS","1",8869,"BLACK"
"890","H2MS02161","KERNER, GERALD M",1,"Representative","MS","2",6000,"KERNER"
"891","H2MS02203","ELLER, RON",0,"Representative","MS","2",2330,"ELLER"
"892","H2MS03136","YOUNG, SHUWASKI",1,"Representative","MS","3",25300,"YOUNG"
"893","H2MS03151","MICHAEL, CASSIDY",0,"Representative","MS","3",7630,"MICHAEL"
"894","H2MS04258","EZELL, WALTER MICHAEL",0,"Representative","MS","4",375510,"EZELL"
"895","H2MS04266","BROOKS, RAYMOND N",0,"Representative","MS","4",22308,"BROOKS"
"896","H2MS04274","WAGNER, CLAY",0,"Representative","MS","4",84450,"WAGNER"
"897","H2MS04282","SELLERS, DAVID",1,"Representative","MS","4",7476,"SELLERS"
"898","H2MS04308","WIGGINS, CHRISTOPHER BRICE",0,"Representative","MS","4",25550,"WIGGINS"
"899","H2MS04332","DUPREE, JOHNNY L.",1,"Representative","MS","4",40509,"DUPREE"
"900","H2MT00112","TODD, MARY BROOKS",0,"Representative","MT","1",17770,"TODD"
"901","H2MT01094","BALLARD, JACK",1,"Representative","MT","2",23275,"BALLARD"
"902","H2MT02076","BISHOP, LAURIE",1,"Representative","MT","2",89685,"BISHOP"
"903","H2MT02084","OLSZEWSKI, AL",0,"Representative","MT","1",304836,"OLSZEWSKI"
"904","H2MT02092","TRANEL, MONICA",1,"Representative","MT","1",1595998,"TRANEL"
"905","H2MT02100","NEUMANN, CORA",1,"Representative","MT","1",460045,"NEUMANN"
"906","H2MT02118","WILLIAMS, SKYLAR",1,"Representative","MT","2",2350,"WILLIAMS"
"907","H2MT02134","RONNING, PENNY",1,"Representative","MT","2",62428,"RONNING"
"908","H2MT02167","BUCHANAN, GARY",0,"Representative","MT","2",336424,"BUCHANAN"
"909","H2NC01230","SWARTZ, JOSEPH",1,"Representative","NC","3",1000,"SWARTZ"
"910","H2NC01255","AIKEN, WILLIAM",0,"Representative","NC","1",500,"AIKEN"
"911","H2NC02220","SAFTA, ADINA",0,"Representative","NC","2",505,"SAFTA"
"912","H2NC02238","SMITH, ERICA DANETTE",1,"Representative","NC","1",97725,"SMITH"
"913","H2NC02253","ROBERSON, SANDY",0,"Representative","NC","1",4719,"ROBERSON"
"914","H2NC02287","DAVIS, DON",1,"Representative","NC","1",525308,"DAVIS"
"915","H2NC03095","GASKINS, BARBARA D MS.",1,"Representative","NC","3",7750,"GASKINS"
"916","H2NC04101","BORGHESE, RENE",0,"Representative","NC","4",22671,"BORGHESE"
"917","H2NC04119","KINSEY, CRAIG ROBERT",0,"Representative","NC","4",4100,"KINSEY"
"918","H2NC04135","WARD, ASHLEY",1,"Representative","NC","4",4701,"WARD"
"919","H2NC04150","CLARK, ROBERT BENJAMIN III",1,"Representative","NC","9",55317,"CLARK"
"920","H2NC04168","BARBOUR, DEVAN IV",0,"Representative","NC","13",7408,"BARBOUR"
"921","H2NC04176","SZOKA, JOHN DAVID MR.",0,"Representative","NC","4",63750,"SZOKA"
"922","H2NC04192","COWDEN, ANTHONY 'TONY'",0,"Representative","NC","3",1635,"COWDEN"
"923","H2NC04200","DAUGHTRY, KELLY",0,"Representative","NC","13",164300,"DAUGHTRY"
"924","H2NC05157","HINES, ROBERT NICHOLAS",0,"Representative","NC","13",718892,"HINES"
"925","H2NC05165","ACKERMAN, MICHAEL STEPHAN",0,"Representative","NC","5",1936,"ACKERMAN"
"926","H2NC06098","ALLAM, NIDA",1,"Representative","NC","4",65877,"ALLAM"
"927","H2NC06114","FOUSHEE, VALERIE",1,"Representative","NC","4",99094,"FOUSHEE"
"928","H2NC06171","WATERCOTT, THOMAS",0,"Representative","NC","6",2660,"WATERCOTT"
"929","H2NC07096","ROUZER, DAVID CHESTON",0,"Representative","NC","7",278633,"ROUZER"
"930","H2NC07104","MILLER, STEPHEN",1,"Representative","NC","7",12213,"MILLER"
"931","H2NC07138","LEE, DENTON",1,"Representative","NC","13",2500,"LEE"
"932","H2NC07146","MINNICOZZI, JASON",1,"Representative","NC","7",64203,"MINNICOZZI"
"933","H2NC07153","SOUTHWORTH-BECKWITH, MAXIMILLIAN",0,"Representative","NC","3",3370,"BECKWITH"
"934","H2NC07161","CASTELLI, ROBERT CHRISTIAN",0,"Representative","NC","6",344192,"CASTELLI"
"935","H2NC07179","BOGUSLAWSKI, MARVIN",0,"Representative","NC","6",40,"BOGUSLAWSKI"
"936","H2NC07203","PARRISH, BERNARD KYLE",1,"Representative","NC","5",4150,"PARRISH"
"937","H2NC08185","HUDSON, RICHARD L. JR.",0,"Representative","NC","9",886736,"HUDSON"
"938","H2NC08227","EVANS, CHARLES",1,"Representative","NC","7",25636,"EVANS"
"939","H2NC08235","VILLAVERDE, CHRISTINE",0,"Representative","NC","2",46400,"VILLAVERDE"
"940","H2NC09175","MAMMADOV, RAMIN",1,"Representative","NC","14",1250,"MAMMADOV"
"941","H2NC09183","GRAHAM, CHARLES",1,"Representative","NC","7",53715,"GRAHAM"
"942","H2NC10116","PARRA, MADELINE",1,"Representative","NC","12",33000,"PARRA"
"943","H2NC11148","REMILLARD, JOSHUA",1,"Representative","NC","13",42887,"REMILLARD"
"944","H2NC11155","BEACH-FERRARA, JASMINE",1,"Representative","NC","11",521194,"FERRARA"
"945","H2NC11163","NEVAREZ, WENDY MARIE-LIMBAUGH",0,"Representative","NC","11",1350,"NEVAREZ"
"946","H2NC11171","DEAN, KATIE",1,"Representative","NC","11",18584,"DEAN"
"947","H2NC11189","CAREY, JAN",1,"Representative","NC","11",21200,"CAREY"
"948","H2NC11205","GASH, ERIC",1,"Representative","NC","11",101837,"GASH"
"949","H2NC11221","O CONNELL, BRUCE",0,"Representative","NC","11",11737,"CONNELL"
"950","H2NC11239","BATCHELOR, JAMES ERIC",0,"Representative","NC","11",24850,"BATCHELOR"
"951","H2NC11247","HONEYCUTT, RODNEY HOMER",0,"Representative","NC","11",7610,"HONEYCUTT"
"952","H2NC11254","COATNEY, DAVID ADAM",0,"Representative","NC","11",7215,"COATNEY"
"953","H2NC12211","RIOS, FRANCISCO",0,"Representative","NC","9",1000,"RIOS"
"954","H2NC12229","LEE, TYLER",0,"Representative","NC","12",113381,"LEE"
"955","H2NC13151","BREWSTER, BILLY JOE",0,"Representative","NC","4",8102,"BREWSTER"
"956","H2NC13169","BOYKIN, PETER ROBERT",0,"Representative","NC","7",25,"BOYKIN"
"957","H2NC13177","HAFF, GRAYSON",0,"Representative","NC","13",3800,"HAFF"
"958","H2NC13185","GEELS, COURTNEY JOELE",0,"Representative","NC","4",177378,"GEELS"
"959","H2NC13193","KEIRSEY, KENT",0,"Representative","NC","13",97434,"KEIRSEY"
"960","H2NC13201","BENTLEY, KAREN W",0,"Representative","NC","13",6850,"BENTLEY"
"961","H2NC13235","GENANT, PAMELA",1,"Representative","NC","10",34936,"GENANT"
"962","H2NC13243","HARRIGAN, PAT",0,"Representative","NC","14",392454,"HARRIGAN"
"963","H2NC13268","MOREL, JESSICA",0,"Representative","NC","13",400,"MOREL"
"964","H2NC14019","NICKEL, WILEY",1,"Representative","NC","13",1284684,"NICKEL"
"965","H2NC14027","CLICK, NATHAN",1,"Representative","NC","13",18362,"CLICK"
"966","H2NC14035","WOODHOUSE, MICHELE V",0,"Representative","NC","11",2266,"WOODHOUSE"
"967","H2NC14050","EDWARDS, CHUCK",0,"Representative","NC","11",229284,"EDWARDS"
"968","H2NC14068","MCKIM, KEN",0,"Representative","NC","14",1586,"MCKIM"
"969","H2NC14076","JACKSON, JEFF",1,"Representative","NC","14",1736680,"JACKSON"
"970","H2ND01014","HAUGEN, MARK",1,"Representative","ND","0",2050,"HAUGEN"
"971","H2ND01022","MUND, CARA",0,"Representative","ND","0",113580,"MUND"
"972","H2NE01092","PANSING BROOKS, PATTY",1,"Representative","NE","1",668297,"BROOKS"
"973","H2NE01118","FLOOD, MIKE",0,"Representative","NE","1",542991,"FLOOD"
"974","H2NE02124","SHELTON, ALISHA",1,"Representative","NE","2",78573,"SHELTON"
"975","H2NE02132","VARGAS, ANTHONY 'TONY'",1,"Representative","NE","2",1581330,"VARGAS"
"976","H2NH00025","BURNS, ROBERT ANDREW MR.",0,"Representative","NH","2",98570,"BURNS"
"977","H2NH01254","ACCIARD, JULIAN MARC",0,"Representative","NH","1",6328,"ACCIARD"
"978","H2NH01262","BAXTER, TIM",0,"Representative","NH","1",277874,"BAXTER"
"979","H2NH01270","LEAVITT, KAROLINE",0,"Representative","NH","1",1711474,"LEAVITT"
"980","H2NH01288","HUFF BROWN, GAIL",0,"Representative","NH","1",523075,"BROWN"
"981","H2NH01304","PRESCOTT, RUSSELL",0,"Representative","NH","1",25515,"PRESCOTT"
"982","H2NH02245","COZZENS, JEFF",0,"Representative","NH","2",55066,"COZZENS"
"983","H2NH02260","WILLIAMS, LILY TANG",0,"Representative","NH","2",34135,"WILLIAMS"
"984","H2NH02294","HANSEL, GEORGE",0,"Representative","NH","2",211229,"HANSEL"
"985","H2NJ01120","DESANTIS, MARIO",1,"Representative","NJ","1",40,"DESANTIS"
"986","H2NJ02193","ALEXANDER, TIMOTHY C",1,"Representative","NJ","2",165120,"ALEXANDER"
"987","H2NJ02201","TAVAREZ, HECTOR MR",1,"Representative","NJ","2",22075,"TAVAREZ"
"988","H2NJ02219","RUSH, CAROLYN",1,"Representative","NJ","2",15500,"RUSH"
"989","H2NJ03233","FLANAGAN, TRICIA",0,"Representative","NJ","4",250,"FLANAGAN"
"990","H2NJ03241","HYLAND, SHAWN",0,"Representative","NJ","3",28795,"HYLAND"
"991","H2NJ03258","HEALEY, ROBERT JR",0,"Representative","NJ","3",607764,"HEALEY"
"992","H2NJ03282","SMITH, IAN",0,"Representative","NJ","3",8700,"SMITH"
"993","H2NJ03316","GREGORY SOBOCINSKI",0,"Representative","NJ","3",6550,"SOBOCINSKI"
"994","H2NJ04181","BLASI, MICHAEL",0,"Representative","NJ","4",20900,"BLASI"
"995","H2NJ04207","CRISPI, MICHAEL",0,"Representative","NJ","4",11600,"CRISPI"
"996","H2NJ04215","JENKINS, MATTHEW",1,"Representative","NJ","4",19345,"JENKINS"
"997","H2NJ04223","GRAY, STEVEN SCOTT MR.",0,"Representative","NJ","4",4518,"GRAY"
"998","H2NJ05303","D'AGOSTINO, NICHOLAS A. MR.",0,"Representative","NJ","5",500,"DAGOSTINO"
"999","H2NJ05311","DE GREGORIO, NICHOLAS",0,"Representative","NJ","5",238261,"GREGORIO"
"1000","H2NJ05329","SCHNEIDERMAN, FRED",0,"Representative","NJ","5",9950,"SCHNEIDERMAN"
"1001","H2NJ06228","KILEY, SUSAN M",0,"Representative","NJ","6",116861,"KILEY"
"1002","H2NJ07192","MEHTA, RIK",0,"Representative","NJ","6",45554,"MEHTA"
"1003","H2NJ07200","ISEMANN, JOHN HENRY",0,"Representative","NJ","7",42382,"ISEMANN"
"1004","H2NJ07226","DORLON, KEVIN BRENDAN MR.",0,"Representative","NJ","7",4059,"DORLON"
"1005","H2NJ07267","FERNANDEZ, VERONICA",0,"Representative","NJ","7",857,"FERNANDEZ"
"1006","H2NJ08232","MENENDEZ, ROBERT J.",1,"Representative","NJ","8",215876,"MENENDEZ"
"1007","H2NJ10154","PAYNE, DONALD M. JR",1,"Representative","NJ","10",82700,"PAYNE"
"1008","H2NJ10204","OAKLEY, IMANI RAINE",1,"Representative","NJ","10",87155,"OAKLEY"
"1009","H2NJ11137","BROTSCHOL, HILLERY",0,"Representative","NJ","11",250,"BROTSCHOL"
"1010","H2NJ11145","KOVIC, ROBERT D.",0,"Representative","NJ","11",16300,"KOVIC"
"1011","H2NJ11152","QUINN, PATRICK JAMES MR. III",0,"Representative","NJ","9",1000,"QUINN"
"1012","H2NJ11160","TOOMEY, THOMAS AUGUSTINE MR.",0,"Representative","NJ","6",44526,"TOOMEY"
"1013","H2NJ11178","SELEN, TAYFUN",0,"Representative","NJ","11",141480,"SELEN"
"1014","H2NJ11186","DEGROOT, PAUL",0,"Representative","NJ","11",169354,"DEGROOT"
"1015","H2NJ11194","CASHA, LAWRENCE A",0,"Representative","NJ","11",23575,"CASHA"
"1016","H2NJ11202","RIZZO, PHIL",0,"Representative","NJ","7",30715,"RIZZO"
"1017","H2NJ11228","ANDERSON, TOBY",0,"Representative","NJ","11",48600,"ANDERSON"
"1018","H2NJ12127","MAYFIELD, DARIUS",0,"Representative","NJ","12",67335,"MAYFIELD"
"1019","H2NM01144","STANSBURY, MELANIE",1,"Representative","NM","1",481506,"STANSBURY"
"1020","H2NM01219","LOUIS, GEORGENE",1,"Representative","NM","1",750,"LOUIS"
"1021","H2NM02191","VASQUEZ, GABRIEL",1,"Representative","NM","2",1583185,"VASQUEZ"
"1022","H2NM03173","MARTINEZ JOHNSON, ALEXIS",0,"Representative","NM","3",147631,"JOHNSON"
"1023","H2NV01264","VILELA, AMY",1,"Representative","NV","1",109220,"VILELA"
"1024","H2NV01280","SHOLTY, MORGUN",0,"Representative","NV","1",528,"SHOLTY"
"1025","H2NV01298","BROG, DAVID",0,"Representative","NV","1",17906,"BROG"
"1026","H2NV02395","AMODEI, MARK EUGENE",0,"Representative","NV","2",363300,"AMODEI"
"1027","H2NV02502","HANIFAN, TIMOTHY R.",1,"Representative","NV","2",1502,"HANIFAN"
"1028","H2NV02544","TARKANIAN, DANNY",0,"Representative","NV","2",6350,"TARKANIAN"
"1029","H2NV02551","KRAUSE, E M",1,"Representative","NV","2",26170,"KRAUSE"
"1030","H2NV03153","ROBERTSON, MARK",0,"Representative","NV","1",416484,"ROBERTSON"
"1031","H2NV03161","BECKER, APRIL",0,"Representative","NV","3",842903,"BECKER"
"1032","H2NV03187","MALGERI, NOAH",0,"Representative","NV","3",160620,"MALGERI"
"1033","H2NV03195","KOVACS, JOHN",0,"Representative","NV","3",8750,"KOVACS"
"1034","H2NV03203","BOSSERT, CLARK",0,"Representative","NV","3",2750,"BOSSERT"
"1035","H2NV04011","HORSFORD, STEVEN ALEXZANDER",1,"Representative","NV","4",1154458,"HORSFORD"
"1036","H2NV04094","SERRANO, CAROLINA",0,"Representative","NV","1",111730,"SERRANO"
"1037","H2NV04102","VARGAS, JESSIE",0,"Representative","NV","4",2900,"VARGAS"
"1038","H2NV04128","BLACK, ANNIE",0,"Representative","NV","4",57200,"BLACK"
"1039","H2NY00010","VELAZQUEZ, NYDIA M.",1,"Representative","NY","7",29916,"VELAZQUEZ"
"1040","H2NY00085","MCCARTHY, ANDREW KYLE",0,"Representative","NY","24",250,"MCCARTHY"
"1041","H2NY01109","ATKINSON, JOHN ROGERS IV",1,"Representative","NY","1",250,"ATKINSON"
"1042","H2NY01117","HAHN, KARA",1,"Representative","NY","1",273653,"HAHN"
"1043","H2NY01141","ANTONUCCI, NICHOLAS",1,"Representative","NY","1",8700,"ANTONUCCI"
"1044","H2NY01158","CORNICELLI, ROBERT MICHAEL CPT",0,"Representative","NY","2",53540,"CORNICELLI"
"1045","H2NY01174","FIGLIOLA, ANTHONY M",0,"Representative","NY","1",21850,"FIGLIOLA"
"1046","H2NY01190","NICK, LALOTA",0,"Representative","NY","1",570296,"NICK"
"1047","H2NY01257","BOND, MICHELLE",0,"Representative","NY","1",616567,"BOND"
"1048","H2NY01265","WILSON, CELINA MRS.",0,"Representative","NY","1",5000,"WILSON"
"1049","H2NY02115","HUQ, MD MUZIBUL DR MD",1,"Representative","NY","4",14270,"HUQ"
"1050","H2NY02131","RAKEBRANDT, MICHAEL",0,"Representative","NY","2",3047,"RAKEBRANDT"
"1051","H2NY03139","SURDI, KEVIN",0,"Representative","NY","3",5223,"SURDI"
"1052","H2NY03154","RASOOL, REEMA",1,"Representative","NY","3",20901,"RASOOL"
"1053","H2NY03162","LAFAZAN, JOSHUA",1,"Representative","NY","3",697899,"LAFAZAN"
"1054","H2NY03170","KAIMAN, JON",1,"Representative","NY","3",255295,"KAIMAN"
"1055","H2NY03188","ZIMMERMAN, ROBERT",1,"Representative","NY","3",1318265,"ZIMMERMAN"
"1056","H2NY03196","BIAGGI, ALESSANDRA",1,"Representative","NY","17",237198,"BIAGGI"
"1057","H2NY04178","BYNOE, SIELA",1,"Representative","NY","4",500,"BYNOE"
"1058","H2NY04236","SOLAGES, CARRIÉ",1,"Representative","NY","4",77184,"SOLAGES"
"1059","H2NY04244","GILLEN, LAURA",1,"Representative","NY","4",743227,"GILLEN"
"1060","H2NY04269","CORBETT, KEITH",1,"Representative","NY","4",44860,"CORBETT"
"1061","H2NY04277","DESPOSITO, ANTHONY P",0,"Representative","NY","4",660154,"DESPOSITO"
"1062","H2NY05126","KING, PAUL",0,"Representative","NY","5",51553,"KING"
"1063","H2NY06116","MENG, GRACE",1,"Representative","NY","6",361106,"MENG"
"1064","H2NY08187","DASHEVSKY, YURI MR",0,"Representative","NY","8",2532,"DASHEVSKY"
"1065","H2NY10092","JEFFRIES, HAKEEM",1,"Representative","NY","8",1212373,"JEFFRIES"
"1066","H2NY10126","SHETH, ASHMI",1,"Representative","NY","12",117787,"SHETH"
"1067","H2NY10134","HAMDAN, BENINE",0,"Representative","NY","10",850,"HAMDAN"
"1068","H2NY10142","ROBINSON, BRIAN JEFFREY",1,"Representative","NY","10",117153,"ROBINSON"
"1069","H2NY10159","MARON, MAUD",1,"Representative","NY","10",19500,"MARON"
"1070","H2NY10183","KIM, ELIZABETH",1,"Representative","NY","10",80400,"KIM"
"1071","H2NY10241","NIOU, YUH-LINE",1,"Representative","NY","10",384905,"NIOU"
"1072","H2NY10266","SIMON, JO ANNE",1,"Representative","NY","10",84467,"SIMON"
"1073","H2NY10274","LI, JIMMY JIANG",1,"Representative","NY","10",39180,"LI"
"1074","H2NY10282","DE BLASIO, BILL",1,"Representative","NY","10",422117,"BLASIO"
"1075","H2NY10308","GOLDMAN, DANIEL",1,"Representative","NY","10",1570584,"GOLDMAN"
"1076","H2NY10316","HOLTZMAN, ELIZABETH",1,"Representative","NY","10",229095,"HOLTZMAN"
"1077","H2NY10324","RIVERA, CARLINA",1,"Representative","NY","10",516885,"RIVERA"
"1078","H2NY11124","RAMOS DEBARROS, BRITTANY",1,"Representative","NY","11",149628,"DEBARROS"
"1079","H2NY11140","ROSE, MAX",1,"Representative","NY","11",1162712,"ROSE"
"1080","H2NY11157","MATLAND, JOHN",0,"Representative","NY","11",11570,"MATLAND"
"1081","H2NY11165","AGODA-KOUSSEMA, KOMI L.T. DR.",1,"Representative","NY","11",11836,"KOUSSEMA"
"1082","H2NY12197","ABDELHAMID, RANA",1,"Representative","NY","12",311003,"ABDELHAMID"
"1083","H2NY12205","CONTRERAS, MAYA",1,"Representative","NY","12",76972,"CONTRERAS"
"1084","H2NY12221","ZUMBLUSKAS, MICHAEL K MR.",0,"Representative","NY","12",3300,"ZUMBLUSKAS"
"1085","H2NY13096","ESPAILLAT, ADRIANO",1,"Representative","NY","13",402101,"ESPAILLAT"
"1086","H2NY13120","WILLIAMS, LINDSEY DEMART",1,"Representative","NY","13",5800,"WILLIAMS"
"1087","H2NY14037","MALONEY, CAROLYN B.",1,"Representative","NY","12",872636,"MALONEY"
"1088","H2NY14094","CUELLAR, DESI",0,"Representative","NY","14",34541,"CUELLAR"
"1089","H2NY14102","HOWE, JONATHAN MR.",0,"Representative","NY","14",194,"HOWE"
"1090","H2NY14128","FORTE, TINA",0,"Representative","NY","14",434865,"FORTE"
"1091","H2NY14151","DE JESUS-CONIGLIO, PURA",0,"Representative","NY","14",1850,"CONIGLIO"
"1092","H2NY16073","CASANOVA DOMINGUEZ, MANUEL IGNACIO",1,"Representative","NY","16",17208,"DOMINGUEZ"
"1093","H2NY16081","GASHI, VEDAT",1,"Representative","NY","16",213848,"GASHI"
"1094","H2NY16099","FAULKNER, WILLIAM",0,"Representative","NY","16",5005,"FAULKNER"
"1095","H2NY16107","JAFFE, MARK",1,"Representative","NY","16",2250,"JAFFE"
"1096","H2NY17071","NADLER, JERROLD L.",1,"Representative","NY","12",976680,"NADLER"
"1097","H2NY17154","SCHREPEL, JACK",0,"Representative","NY","17",400,"SCHREPEL"
"1098","H2NY17162","LAWLER, MICHAEL VINCENT",0,"Representative","NY","17",675802,"LAWLER"
"1099","H2NY18087","SCHMITT, COLIN J",0,"Representative","NY","18",610965,"SCHMITT"
"1100","H2NY18111","MILLS, AISHA",1,"Representative","NY","18",26750,"MILLS"
"1101","H2NY19127","MOLINARO, MARCUS J.",0,"Representative","NY","19",945234,"MOLINARO"
"1102","H2NY19135","CHENEY, JAMIE",1,"Representative","NY","19",449337,"CHENEY"
"1103","H2NY20117","CHAIRES, JUSTIN RAPHAEL MR",1,"Representative","NY","20",1095,"CHAIRES"
"1104","H2NY20125","RAR, ROSTISLAV",1,"Representative","NY","20",9800,"RAR"
"1105","H2NY21123","KOONS, LONNY",0,"Representative","NY","21",5102,"KOONS"
"1106","H2NY21131","WATSON, EZRA",1,"Representative","NY","21",300,"WATSON"
"1107","H2NY21149","PUTORTI, MATTHEW",1,"Representative","NY","21",263800,"PUTORTI"
"1108","H2NY21156","FARRELL, BRIDIE",1,"Representative","NY","21",131075,"FARRELL"
"1109","H2NY21164","CASTELLI, MATT",1,"Representative","NY","21",1151520,"CASTELLI"
"1110","H2NY22139","MALONEY, SEAN PATRICK",1,"Representative","NY","17",1967612,"MALONEY"
"1111","H2NY22188","RIDLEY, MIKAYLA",1,"Representative","NY","22",1150,"RIDLEY"
"1112","H2NY22196","FAJANS-TURNER, VANESSA",1,"Representative","NY","22",76100,"TURNER"
"1113","H2NY22204","ROBERTS, SAM",1,"Representative","NY","22",32815,"ROBERTS"
"1114","H2NY22212","WILLIAMS, BRANDON MCDONALD",0,"Representative","NY","22",449599,"WILLIAMS"
"1115","H2NY22220","SIGLER, MICHAEL J.",0,"Representative","NY","22",500,"SIGLER"
"1116","H2NY22238","WELLS, STEVEN M",0,"Representative","NY","22",750867,"WELLS"
"1117","H2NY23137","SEMPOLINSKI, JOSEPH",0,"Representative","NY","23",150775,"SEMPOLINSKI"
"1118","H2NY23145","MOON, RICHARD",0,"Representative","NY","23",28415,"MOON"
"1119","H2NY23152","FRATTO, MARIO",0,"Representative","NY","24",60754,"FRATTO"
"1120","H2NY23194","CENEDELLA, MARC CHRISTIAN",0,"Representative","NY","23",4000,"CENEDELLA"
"1121","H2NY23202","PALADINO, CARL PASQUALE",0,"Representative","NY","23",20623,"PALADINO"
"1122","H2NY23228","LANGWORTHY, NICK",0,"Representative","NY","23",520969,"LANGWORTHY"
"1123","H2NY24127","HOLDEN, STEVEN WESLEY SR.",1,"Representative","NY","24",43043,"HOLDEN"
"1124","H2NY24135","MURTARI, JOHN",0,"Representative","NY","24",45,"MURTARI"
"1125","H2NY24143","KO, TIM",0,"Representative","NY","24",5400,"KO"
"1126","H2NY24150","KLEE HOOD, SARAH",1,"Representative","NY","22",25058,"HOOD"
"1127","H2NY24168","MAJOK, CHOL-AWAN A",1,"Representative","NY","24",6741,"MAJOK"
"1128","H2NY25082","SINGLETARY, LA'RON DESMOND",0,"Representative","NY","25",216497,"SINGLETARY"
"1129","H2NY26189","SAMS, STEVEN LYNN MR II",0,"Representative","NY","26",6000,"SAMS"
"1130","H2OH01186","CENTERS, BRENT W",0,"Representative","OH","1",15941,"CENTERS"
"1131","H2OH01194","LANDSMAN, GREG",1,"Representative","OH","1",1102806,"LANDSMAN"
"1132","H2OH02085","WENSTRUP, BRAD DR.",0,"Representative","OH","2",243152,"WENSTRUP"
"1133","H2OH02127","MEADOWS, SAMANTHA",1,"Representative","OH","2",6130,"MEADOWS"
"1134","H2OH03067","TURNER, MICHAEL R REP.",0,"Representative","OH","10",176895,"TURNER"
"1135","H2OH03125","BEATTY, JOYCE",1,"Representative","OH","3",325961,"BEATTY"
"1136","H2OH03174","MEADE, MATTHEW ALLEN",1,"Representative","OH","3",25,"MEADE"
"1137","H2OH04156","WILSON, TAMIE",1,"Representative","OH","4",30773,"WILSON"
"1138","H2OH04164","WILSON, TAMARA",1,"Representative","OH","4",30773,"WILSON"
"1139","H2OH05047","BADDAR, YOUSEFF MILAD",0,"Representative","OH","9",780,"BADDAR"
"1140","H2OH05062","SWARTZ, CRAIG STEPHEN",1,"Representative","OH","5",14285,"SWARTZ"
"1141","H2OH07175","SHOEMAKER, MATTHEW",0,"Representative","OH","7",9857,"SHOEMAKER"
"1142","H2OH09031","KAPTUR, MARCY",1,"Representative","OH","9",859259,"KAPTUR"
"1143","H2OH09155","MAJEWSKI, J R",0,"Representative","OH","9",287126,"MAJEWSKI"
"1144","H2OH09163","GILBERT, MADISON GESIOTTO",0,"Representative","OH","13",593758,"GILBERT"
"1145","H2OH10252","STAPLETON, BAXTER",1,"Representative","OH","10",3424,"STAPLETON"
"1146","H2OH11151","TURNER, NINA",1,"Representative","OH","11",1153023,"TURNER"
"1147","H2OH11169","BROWN, M SHONTEL",1,"Representative","OH","11",929565,"BROWN"
"1148","H2OH12118","O'CONNOR, DANIEL JAY JR.",1,"Representative","OH","12",236911,"OCONNOR"
"1149","H2OH13223","KILBOY, MATTHEW",1,"Representative","OH","14",14299,"KILBOY"
"1150","H2OH13264","SYKES, EMILIA",1,"Representative","OH","13",930435,"SYKES"
"1151","H2OH13272","FOLGER PORTER, JANET L",0,"Representative","OH","13",130,"PORTER"
"1152","H2OH14064","JOYCE, DAVID P",0,"Representative","OH","14",588910,"JOYCE"
"1153","H2OH14098","KELLEY, BRENDEN P.",1,"Representative","OH","14",62551,"KELLEY"
"1154","H2OH14106","AWTREY, PATRICK EUGENE MR.",0,"Representative","OH","14",350,"AWTREY"
"1155","H2OH15145","LARE, JEFF",0,"Representative","OH","15",181108,"LARE"
"1156","H2OH15160","EDMONDS, RUTH",0,"Representative","OH","15",204833,"EDMONDS"
"1157","H2OH15228","CAREY, MIKE",0,"Representative","OH","15",636839,"CAREY"
"1158","H2OH15277","JOSEPHSON, GARY",1,"Representative","OH","15",31001,"JOSEPHSON"
"1159","H2OH16044","DIEMER, MATTHEW",1,"Representative","OH","7",83981,"DIEMER"
"1160","H2OH16051","MILLER, MAX",0,"Representative","OH","7",480223,"MILLER"
"1161","H2OH16069","SCHULZ, JONAH",0,"Representative","OH","13",13124,"SCHULZ"
"1162","H2OK01176","MARTIN, ADAM",1,"Representative","OK","1",13575,"MARTIN"
"1163","H2OK02182","QUINN, MARTY L",0,"Representative","OK","2",6016,"QUINN"
"1164","H2OK02190","SCHILLER, CHRIS",0,"Representative","OK","2",-7700,"SCHILLER"
"1165","H2OK02216","ROBERTS, DUSTIN",0,"Representative","OK","2",622,"ROBERTS"
"1166","H2OK02224","JOHN, BENNETT",0,"Representative","OK","2",300,"JOHN"
